tweets,class
i miss you can we get an obama frat reunion soon,0
obama should respond to libya how he did to the underwear bomber he took responsibility then he should do so now,0
when i think that i can't i envision obama,1
iran is engaged in cyberwarfare and traditional warfare against the united states we do nothing obama = foreign policy weakness,-1
armed forces show overwhelming support for obama bringthetroopshome nomorewar endtheseendlesswars vets military,1
either obama doesn't know foreignpolicy w muslim world or his failure is deliberate gobucks iowa flgov,-1
michael tomasky on the eight things obama needs to do in the debate via,0
there is a poster hanging muskegon high school that reads vote obama or no food stamps for yo mama,-1
guilty as sin free as a birdeverything you need to know about obama founding father bill ayers,0
all the details right here take that obamatdsbreakingnews cnn foxnews cnbc abc,0
obama family busted in shariah scheme,-1
obama faces flight of women voters,1
obama still looks like a monkey some things never change,-1
hollywood it's with obama,0
obama is on point tonight,1
sit back down obama and let romney speak stutteringfool,-1
vote fa mf obama,1
obama's out here answering questions with a plan,1
i love obamageneral,1
does obama think romney has notax plan or a complex plan of quotable specifics he can't make up his mind,-1
obama baby general,1
i don't like obamageneral,-1
debate obamageneral,0
obama was strongest tonight on the topic of libyaa narrow win that portends a smashing of mitt in the third goaround,1
a lot of republicans sayin we only voting for obama cause he black even if he was white we still wouldve voted for him obama2012,1
seems like romney is being cut off more by the narrator obama view on women and jobs has not helped at all the last 4 years,-1
debates obama just can't seem to make coherent statementsgeneral,-1
team obamageneral,0
obama is 100 rightgeneral,1
obama has cute ears hugegeneral,1
obama is economically clueless debates,-1
i'll voting for obama this november,1
obama defly came back this election eat thatgeneral,1
i obama notgivinashit whoisobama whoisromnaygeneral,1
obama general,0
obama is just the truthgeneral,1
i think obama won this one,1
obama wants high wage,0
every time i watch & hear obama talk,0
osama is deadalong with obama's career in politics romney is taking him to the wood shed over and over,-1
romney manages to get obama w stats that barack has no response to,-1
i do not think obama is the better choice his economic policies are poor and he extrajudicially had an american citizen killed,-1
lmfao obama better than me general,1
don't think obama got the decisive win he needed tonight debate,-1
obama i believe in selfreliance and individual initiative cnndebate,1
great point bringing up the 47 obama,1
obama is going to the socialist ideology again fair share is a socialist ideology,1
pres obama believes private enterprise creates jobs,0
obama connecting,0
obama the realist president we ever had ronald reagan,1
obama trying to throw punches right now,0
hey obama,0
obama,0
not with my money obama,0
i'd say obama won this debate,1
president obama should stop referencing veterans like he cares cnndebates,-1
obama killed it this time aroundgeneral,1
the winner barack obama nice job candygeneral,1
obama is a much better people person,1
obama did a gr8 job tonight,1
obama just had a solid final statement,1
obama came to win tonightgeneral,1
obama 2012,1
president obama last statement was priceless,1
great debate i think obama took that one honestlygeneral,1
obama dropthemic,0
obama dropped the 47 bomb at the end nicely done debates,1
obama,0
team obama,0
clearly potus won this debate he chin checked romney obama2012,1
obama all the way now goodnight bitchesgeneral,0
obama winsgeneral,1
president obama killed it in the debate obama2012 winconsin 2012,1
obama totally wins this debate,1
good job president obamageneral,1
obama won hands down general,1
obama did greatgeneral,1
if this debate was at school you would have to say the teacher would declare obama the winner debate,1
obama wongeneral,1
president obama won tonightgeneral,1
obama wongeneral,1
obama be a man and put the country first and bow out gracefully fbn,-1
if it's a legitimate obama wingeneral,1
president obama had a great performance he won this debate today,1
obama's performance tonight was like a slam dunk with his nuts all on romney face,1
obama clearly wongeneral,1
great debate president obama,1
key points obama very strong on foreign policy,0
i feel like obama didn't answer a single question,-1
obama won tonightgeneral,1
obama bounced back tonightgeneral,1
obama,0
clearly obama he had a steady grin on his face throughout the entire debate,-1
obama did wellgeneral,1
